id,slug,name
3045,missing,Missing
288,mississippi,Mississippi
1928,mississippi-sheiks,Mississippi Sheiks
2068,mistress-annie,Mistress Annie
1434,mitch-ryder,Mitch Ryder
2594,mitch-ryder-and-the-detroit-wheels,Mitch Ryder and the Detroit Wheels
3019,mj-rodriguez,MJ Rodriguez
3181,moa-holmsten,Moa Holmsten
278,mobile,Mobile
2369,moby-grape,Moby Grape
2028,mojo-nixon,Mojo Nixon
2984,molly-healey,Molly Healey
2982,molly-healy,Molly Healy
635,molly-meldrum,Molly Meldrum
1726,mona,Mona
1238,monchengladbach,Monchengladbach
1483,moncton,Moncton
332,money,Money
2559,money-thats-what-i-want,Money (That's What I Want)
300,monmouth-college,Monmouth College
1814,monster-mash,Monster Mash
1412,montana,Montana
959,montpellier,Montpellier
24,montreal,Montreal
938,mony-mony,Mony Mony
3173,moon-mullican,Moon Mullican
2528,moonlight-motel,Moonlight Motel
3140,morgan-james,Morgan James
1631,morristown,Morristown
180,mos-def,Mos Def
220,mountain-of-love,Mountain of Love
838,mountain-view,Mountain View
2745,movin-out-anthonys-song,Movin' Out (Anthony's Song)
748,mr-tambourine-man,Mr Tambourine Man
2157,mr-jones,Mr. Jones
812,mr-outside,Mr. Outside
1670,mr-spaceman,Mr. Spaceman
2253,mrs-mcgrath,Mrs. McGrath
161,msg,MSG
1096,mtv,MTV
1601,mtv-plugged,MTV Plugged
1602,mtv-unplugged,MTV Unplugged
1488,mtv-video-music-awards,MTV Video Music Awards
1507,mtv-vmas,MTV VMAs
873,mtv-week-in-rock,MTV Week in Rock
2145,muddy-waters,Muddy Waters
1027,mumford-and-sons,Mumford and Sons
297,munich,Munich
1203,muppets-tonight,Muppets Tonight
336,murder-inc,Murder Inc.
1832,murder-incorporated,Murder Incorporated
1969,murfreesboro,Murfreesboro
1360,muse,MUSE
2569,musical-mojo-of-dr-john,Musical Mojo of Dr. John
1534,musicares,MusiCares
234,musiccares,MusicCares
816,mustang-sally,Mustang Sally
1049,my-beautiful-reward,My Beautiful Reward
3249,my-best-was-never-good-enough,My Best Was Never Good Enough
3538,my-car-was-invisible,My Car Was Invisible
339,my-city-of-ruins,My City of Ruins
1090,my-fathers-house,My Father's House
1370,my-fathers-place,My Father's Place
591,my-generation,My Generation
3542,my-girl,My Girl
2713,my-girl-sloopy,My Girl Sloopy
2603,my-heart-is-an-open-book,My Heart Is an Open Book
805,my-hometown,My Hometown
800,my-kind-of-town,My Kind of Town
3396,my-lady,My Lady
186,my-love-will-not-let-you-down,My Love Will Not Let You Down
320,my-love-will-not-let-your-down,My Love Will Not Let Your Down
1938,my-lover-man,My Lover Man
1150,my-lucky-day,My Lucky Day
1793,my-morning-jacket,My Morning Jacket
1123,my-oklahoma-home,My Oklahoma Home
2214,my-pony-boy,My Pony Boy
1547,my-rides-here,My Ride's Here
2562,my-sweet-lord,My Sweet Lord
3151,mystery-girl,Mystery Girl
2343,mystery-train,Mystery Train
2092,nanci-griffith,Nanci Griffith
2547,nancy-cassidy,Nancy Cassidy
2836,nancy-wilson,Nancy Wilson
997,naples,Naples
163,nashville,Nashville
2164,nashville-string-machine,Nashville String Machine
1313,nasville,Nasville
2430,nat-king-cole,Nat King Cole
2668,natalie-merchant,Natalie Merchant
948,native-american,Native American
1361,natural-magic,Natural Magic
54,nebraska,Nebraska
2159,needles-and-pins,Needles and Pins
585,neil-youn,Neil Youn
510,neil-young,Neil Young
1914,netherlands,Netherlands
653,never-be-enough-time,Never Be Enough Time
1904,new-brunswick,New Brunswick
1926,new-delhi,New Delhi
1752,new-hampshire,New Hampshire
490,new-haven,New Haven
842,new-jersey-hall-of-fame,New Jersey Hall of Fame
1746,new-mexico,New Mexico
82,new-orleans,New Orleans
2011,new-years-eve,New Years Eve
851,new-york,New York
630,new-york-city,New York City
650,new-york-city-serenade,New York City Serenade
2507,new-york-morning-love,New York Morning Love
968,new-york-new-york,New York New York
2299,new-york-skyline,New York Skyline
1055,new-york-song,New York Song
1239,new-york-state-of-mind,New York State of Mind
337,new-zealand,New Zealand
178,newark,Newark
1431,newark-de,Newark DE
413,newcastle,Newcastle
1779,newsweek-magazine,Newsweek Magazine
969,nice,Nice
1054,nick-addeo,Nick Addeo
2381,nick-ferraro,Nick Ferraro
3559,nick-lowe,Nick Lowe
3119,nick-trovas-band,Nick Trovas Band
2280,nickey-addeo,Nickey Addeo
324,nicky-addeo,Nicky Addeo
593,night,Night
2634,night-closing-in,Night Closing In
986,night-fire,Night Fire
2473,night-train,Night Train
3438,night-traveler,Night Traveler
1302,nightline,Nightline
1165,nijmegen,Nijmegen
3348,nikki-henskens,Nikki Henskens
43,nils,Nils
194,nils-lofgren,Nils Lofgren
3125,nina-simone,Nina Simone
2920,ninety-nine-and-a-half-wont-do,Ninety-Nine and a Half (Won't Do)
396,nitty-gritty-dirt-band,Nitty Gritty Dirt Band
1828,no-money-down,No Money Down
1615,no-need,No Need
1592,no-nukes,No Nukes
92,no-surrender,No Surrender
3100,noah-chenfeld,Noah Chenfeld
3120,noam-bass,Noam Bass
1057,noblesville,Noblesville
595,none-but-the-brave,None But the Brave
145,norfolk,Norfolk
1644,normal,Normal
1939,norman,Norman
814,north-carolina,North Carolina
2972,northcote,Northcote
1908,northern-ireland,Northern Ireland
860,norway,Norway
2798,not-fade-away,Not Fade Away
1727,not-fadeaway,Not Fadeaway
2864,notebook,Notebook
1455,nothing-man,Nothing Man
1549,notre-dame,Notre Dame
3108,now-and-forever,Now and Forever
1875,npr,NPR
563,nyc,NYC
786,o-mary-dont-you-weep,O Mary Don't You Weep
1004,o-sole-mio,O Sole Mio
528,oakland,Oakland
2138,oattawa,Oattawa
15,obama,Obama
1756,october-assault,October Assault
3589,odin,Odin
2428,of-monsters-and-men,Of Monsters and Men
1134,offenbach,Offenbach
615,oh,Oh
3097,oh-angelyne,Oh Angelyne
1013,oh-boy,Oh Boy
3543,oh-mama,Oh Mama
2018,oh-no-no-no,Oh No No No
108,oh-pretty-woman,Oh Pretty Woman
2491,oh-what-a-beautiful-mornin,Oh What a Beautiful Mornin'
1741,ohio,Ohio
1574,okalahoma,Okalahoma
2492,oklahoma,Oklahoma
611,oklahoma-city,Oklahoma City
2115,oklahoma-hills,Oklahoma Hills
1058,old-dan-tucker,Old Dan Tucker
1467,old-grey-whistle-test,Old Grey Whistle Test
1940,old-time-rock-and-roll,Old Time Rock and Roll
3318,oliver-keys,Oliver Keys
545,omaha,Omaha
2123,on-the-line,On the Line
1409,on-the-prowl,On the Prowl
1773,on-top-of-old-smoky,On Top of Old Smoky
1106,one,ONE
2834,one-by-one,One By One
2097,one-campaign,One Campaign
1016,one-guitar,One Guitar
1472,one-headlight,One Headlight
1365,one-love,One Love
2555,one-love-people-get-ready,One Love/People Get Ready
3144,one-minute-youre-here,One Minute You're Here
3521,one-of-us-must-know-sooner-or-later,One of Us Must Know (Sooner or Later)
105,one-step-up,One Step Up
2103,one-way-street,One Way Street
3381,onevoice,OneVoice
2855,only-lovers-left-alive,Only Lovers Left Alive
2647,only-the-good-die-young,Only the Good Die Young
2482,only-the-lonely-know-the-way-i-feel,Only the Lonely (Know the Way I Feel)
3550,only-the-strong-survive,Only the Strong Survive
2506,only-you-and-i-know,Only You and I Know
1999,ontario,Ontario
3511,ooby-dooby,Ooby Dooby
1438,open-all-night,Open All Night
2281,oprah-winfrey,Oprah Winfrey
107,orbison,Orbison
1771,oregon,Oregon
2700,originaire,Originaire
426,orlando,Orlando
732,osaka,Osaka
509,oscars,Oscars
541,oslo,Oslo
1995,oswego,Oswego
871,other-band,Other Band
2070,otis-redding,Otis Redding
2470,otis-rush,Otis Rush
138,ottawa,Ottawa
1699,our-lady-of-the-well,Our Lady of the Well
549,out-in-the-street,Out in the Street
1810,out-of-limits,Out of Limits
3171,out-of-work,Out of Work
2478,out-on-the-run,Out on the Run
3312,outer-limits,Outer Limits
910,outlaw-pete,Outlaw Pete
3099,outside-looking-in,Outside Looking In
98,outtakes,outtakes
2817,over-the-rise,Over the Rise
3338,overnight-sensational,Overnight Sensational
437,owings-mills,Owings Mills
1891,oxford,Oxford
3186,p-s-a,P.S.A.
1481,pacific-bell-park,Pacific Bell Park
1059,padua,Padua
1563,palladium,Palladium
2269,panther-club-band,Panther Club Band
37,paradise,Paradise
2994,paradise-by-the-c,"Paradise by the ""C"""
3505,parafunk,Parafunk
302,paris,Paris
2111,parsippany,Parsippany
1453,part-man,Part Man
1444,part-man-part-monkey,Part Man Part Monkey
1454,part-monkey,Part Monkey
3266,parts-of-speech,Parts of Speech
2549,party-lights,Party Lights
1526,pasadena,Pasadena
1582,passaic,Passaic
1791,passenger,Passenger
1912,pat-karwin,Pat Karwin
177,patrick-king,Patrick King
2544,patterson-hood,Patterson Hood
2794,patti-labelle,Patti LaBelle
2795,patti-labelle-and-her-blue-belles,Patti LaBelle and Her Blue Belles
115,patti-scialfa,Patti Scialfa
1071,patti-smith,Patti Smith
3227,patti-smith-group,Patti Smith Group
2440,patty-griffin,Patty Griffin
3332,paul-butterfield-blues-band,Paul Butterfield Blues Band
2878,paul-carrack,Paul Carrack
283,paul-mccartney,Paul McCartney
2323,paul-robeson,Paul Robeson
2064,paul-schrader,Paul Schrader
670,paul-simon,Paul Simon
2934,paul-young,Paul Young
2557,pawn-stars,Pawn Stars
1142,pay-me-my-money-down,Pay Me My Money Down
1223,pbs-exclusive,PBS Exclusive
2083,peace-on-earth,Peace on earth
1437,pearl-jam,Pearl Jam
2248,peg-o-my-heart,Peg O' My Heart
117,pegasus,Pegasus
325,penn-state,Penn State
2190,penn-state-university,Penn State University
1366,people-get-ready,People Get Ready
2605,people-have-the-power,People Have the Power
3575,peppermint-twist,Peppermint Twist
2909,percy-sledge,Percy Sledge
726,permanent-vacation,Permanent Vacation
123,perth,Perth
1675,perugia,Perugia
477,pet-shop-boys,Pet Shop Boys
172,pete-seeger,Pete Seeger
590,pete-townshend,Pete Townshend
1529,pete-yorn,Pete Yorn
1267,peter-frampton,Peter Frampton
1975,peter-gabriel,Peter Gabriel
1315,peter-hartung-and-the-remakes,Peter Hartung and the Remakes
2693,peter-hulne,Peter Hulne
200,peter-wolf,Peter Wolf
1363,petersburg,Petersburg
2863,phantom-love-just-16,Phantom Love (Just 16)
2357,phantoms,Phantoms
3225,phil-beer-band,Phil Beer Band
1493,phil-ceccola,Phil Ceccola
1768,phil-hamilton,Phil Hamilton
2351,phil-spector,Phil Spector
1577,philadelhia,Philadelhia
286,philadelphia,Philadelphia
1214,philip-upchurch-combo,Philip Upchurch Combo
1750,philly-elvis,Philly Elvis
321,phish,Phish
3293,phoebe-bridgers,Phoebe Bridgers
1738,phoebe-snow,Phoebe Snow
513,phoenix,Phoenix
826,photograph,Photograph
2181,picture-hanging-blues,Picture Hanging Blues
1973,pilgrim-in-the-temple-of-love,Pilgrim in the Temple of Love
2360,pinball-wizard,Pinball Wizard
1005,pink-cadillac,Pink Cadillac
2983,pink-houses,Pink Houses
1026,pinkpop,Pinkpop
2967,pipeline,Pipeline
768,pittburgh,Pittburgh
68,pittsburgh,Pittsburgh
1632,plane-wreck-at-los-gatos-deportee,Plane Wreck at Los Gatos (Deportee)
2450,play-around,Play Around
1524,play-it-as-it-lays,Play It As It Lays
2519,play-some-pool-skip-some-school-act-real-cool,Play Some Pool Skip Some School Act Real Cool
537,point-blank,Point Blank
885,poland,Poland
863,polar-music-prize,Polar Music Prize
3500,pomplamoose,Pomplamoose
1523,pontiac,Pontiac
773,pony-boy,Pony Boy
560,portland,Portland
831,portugal,Portugal
1286,postmodern-jukebox,Postmodern Jukebox
540,poughkeepsie,Poughkeepsie
935,prague,Prague
1265,preachers-daughter,Preacher's Daughter
1528,precious-memories,Precious Memories
2856,precious-metal,Precious Metal
2607,preservation-hall-jazz-band,Preservation Hall Jazz Band
1911,presidential-medal-of-freedom,Presidential Medal of Freedom
2146,preston-foster,Preston Foster
1709,pretenders,Pretenders
2139,pretty-baby-will-you-be-mine,Pretty Baby Will You Be Mine
760,pretty-flamingo,Pretty Flamingo
2871,pretty-little-woman,Pretty Little Woman
353,prince,Prince
1817,princeton,Princeton
1684,princeton-university,Princeton University
2026,prison-grove,Prison Grove
2262,prodigal-son,Prodigal Son
252,promised-land,Promised Land
1780,proposition-209,Proposition 209
440,protection,Protection
511,prove-it-78,Prove It '78
491,prove-it-all-night,Prove It All Night
129,providence,Providence
2013,pumping-iron,Pumping Iron
356,purdue,Purdue
2198,purdue-university,Purdue University
2209,purple-haze,Purple Haze
751,purple-rain,Purple Rain
1018,quarter-to-three,Quarter to Three
897,queen-of-the-supermarket,Queen of the Supermarket
3411,queen-of-the-underworld,Queen of the Underworld
2642,question-mark-and-the-mysterians,Question Mark and the Mysterians
1648,r-e-m,R.E.M.
2571,r-o-c-k,R.O.C.K.
1247,racing-in-the-street,Racing in the Street
1961,racing-in-the-street-78,Racing in the Street '78
1017,racing-in-the-streets-78,Racing in the Streets '78
2459,racketeers,Racketeers
30,radio,radio
216,radio-broadcast,radio broadcast
594,radio-nowhere,Radio Nowhere
1051,rag-mama-rag,Rag Mama Rag
245,rainforest-foundation,Rainforest Foundation
1990,rainforest-fund,Rainforest Fund
1637,rainforest-fund-concert,Rainforest Fund Concert
3092,rainmaker,Rainmaker
2788,rainy-day-man,Rainy Day Man
1754,rainy-day-woman,Rainy Day Woman
2633,rainy-day-women-12-and-35,Rainy Day Women #12 and 35
556,raise-your-hand,Raise Your Hand
734,raleigh,Raleigh
2448,ralph-lauren,Ralph Lauren
3563,rambin-jack-elliott,Rambin' Jack Elliott
1440,ramblin-gamblin-man,Ramblin' Gamblin' Man
923,ramblin-jack-elliott,Ramblin' Jack Elliott
680,ramrod,Ramrod
3028,randolph-street,Randolph Street
2423,randy-brecker,Randy Brecker
2979,rank-and-file,Rank and File
166,ranney-school,Ranney School
2268,ranney-school-benefit,Ranney School Benefit
3240,rare-earth,Rare Earth
97,raspberries,Raspberries
3304,raul-seixas,Raul Seixas
1540,rave-on,Rave On
2185,ray-davies,Ray Davies
2415,reader-mail,Reader Mail
260,ready-teddy,Ready Teddy
1140,real-man,Real Man
736,real-world,Real World
1639,reason-to-beleive,Reason to Beleive
310,reason-to-believe,Reason to Believe
3528,reason-to-bellieve,Reason to Bellieve
1759,rebel-music,Rebel Music
2114,rebel-rebel,Rebel Rebel
2309,record-store-day,Record Store Day
718,record-storeday,Record StoreDay
515,red-bank,Red Bank
2846,red-dirt-girl,Red Dirt Girl
2764,red-river-rock,Red River Rock
2768,red-river-valley,Red River Valley
1151,red-rocks,Red Rocks
907,red-headed-woman,Red-Headed Woman
3414,redemption-day,Redemption Day
2217,reese-witherspoon,Reese Witherspoon
2526,reflekter,Reflekter
2180,refrigerator-blues,Refrigerator Blues
745,regensburg,Regensburg
137,rehearsals,rehearsals
725,rem,REM
1958,remember-when-the-music,Remember When the Music
3160,renato-tammi,Renato Tammi
241,rendezvous,Rendezvous
3422,renegades,Renegades
3540,renegades-born-in-the-u-s-a,Renegades: Born in the U.S.A.
735,reno,Reno
1011,rescue,Rescue
3194,respect,Respect
2014,restless-nights,Restless Nights
2379,resurrection,Resurrection
2960,rett-madison,Rett Madison
2858,reuben-blades,Reuben Blades
13,reunion,reunion
367,reunion-tour,Reunion Tour
3183,rex-griffin,Rex Griffin
3218,rhinestone-cowboy,Rhinestone Cowboy
3483,rhonda,Rhonda
2590,richard-berry,Richard Berry
2009,richard-blackwell,Richard Blackwell
487,richard-davis,Richard Davis
3083,richard-nijstad,Richard Nijstad
2238,richard-shindell,Richard Shindell
526,richfield,Richfield
3556,richfield-whistle,Richfield Whistle
928,richie-havens,Richie Havens
607,richie-sambora,Richie Sambora
139,richmond,Richmond
1240,rick-and-roll-hall-of-fame,Rick and Roll Hall of Fame
192,ricki-and-the-flash,Ricki and the Flash
853,rickie-lee-jones,Rickie Lee Jones
3018,ricky-martin,Ricky Martin
1504,ricky-wants-a-man-of-her-own,Ricky Wants a Man of Her Own
2212,ride-the-night-away,Ride the Night Away
2398,riding-horse,Riding Horse
2630,riding-in-my-car,Riding in My Car
856,right-place-wrong-time,Right Place Wrong Time
2316,righteous-brothers,Righteous Brothers
1893,ring-of-fire,Ring of Fire
824,ringo-starr,Ringo Starr
825,ringo-starr-and-his-all-starr-band,Ringo Starr and His All-Starr Band
1597,rio-de-janeiro,Rio de Janeiro
2600,rip-it-up,Rip It Up
1036,rising-2016-tour,Rising (2016) Tour
376,rising-tour,Rising Tour
1835,ritchie-valens,Ritchie Valens
434,river-2016-tour,River (2016) Tour
67,river-2016,River 2016
2270,river-city-extension,River City Extension
3030,river-deep-mountain-high,River Deep-Mountain High
2937,river-of-dreams,River of Dreams
210,river-outtakes,River Outtakes
128,river-tour,River Tour
160,river-tour-2016,River Tour 2016
3423,rob-notes,Rob Notes
2626,robbie-lane-and-the-disciples,Robbie Lane and The Disciples
433,robbin-thompson,Robbin Thompson
1719,robert-de-niro,Robert De Niro
2393,robert-ford,Robert Ford
255,robert-gordon,Robert Gordon
2919,robert-j-hunter,Robert J. Hunter
3285,robert-parker,Robert Parker
876,robert-pinsky,Robert Pinsky
2837,robert-randolph-the-family-band,Robert Randolph &amp; The Family Band
2784,roberta-finocchiaro,Roberta Finocchiaro
3503,roberta-fonocchiaro,Roberta Fonocchiaro
2335,robin-and-linda-williams,Robin and Linda Williams
231,rochester,Rochester
2117,rock-and-roll-hall-of-dame,Rock and Roll Hall of Dame
1510,rock-and-roll-hall-of-fame,Rock and Roll Hall of Fame
3204,rock-and-roll-music,Rock and Roll Music
2537,rock-baby-rock-it,Rock Baby Rock It
1198,rock-ballad,Rock Ballad
1043,rock-bottom-remainders,Rock Bottom Remainders
1346,rock-creek-park,Rock Creek Park
983,rock-in-rio,Rock in Rio
3129,rockaway-the-days,Rockaway the Days
1274,rockin-all-over-the-world,Rockin' All Over the World
1667,rockin-in-the-free-world,Rockin' in the Free World
3390,rockin-pneumonia-and-the-boogie-woogie-flu,Rockin' Pneumonia and The Boogie Woogie Flu
3243,rockin-robin,Rockin' Robin
1175,rocky-ground,Rocky Ground
2907,rod-melancon,Rod Melancon
2773,rodney-crowell,Rodney Crowell
1297,roesmont,Roesmont
1641,roger-daltrey,Roger Daltrey
589,roger-daltry,Roger Daltry
749,roger-mcguinn,Roger McGuinn
1804,roger-mcguinne,Roger McGuinne
1543,roger-scott,Roger Scott
2346,roger-taylor,Roger Taylor
2696,roger-waters,Roger Waters
2493,rogers-and-hammerstein,Rogers and Hammerstein
998,roll-of-the-dice,Roll of the Dice
2425,roll-over-beethoven,Roll Over Beethoven
118,rolling-stone,Rolling Stone
2203,rolling-stone-magazine,Rolling Stone Magazine
81,rolling-stones,Rolling Stones
648,rome,Rome
1825,ron-kovic,Ron Kovic
3346,ron-pope,Ron Pope
1583,ronald-reagan,Ronald Reagan
1429,ronnie-mack-and-the-barndance-band,Ronnie Mack and the Barndance Band
306,ronnie-spector,Ronnie Spector
291,rosalita,Rosalita
1600,rosalita-come-out-tonight,Rosalita (Come Out Tonight)
77,rosanne-cash,Rosanne Cash
572,rose,Rose
1598,rosemary-butler,Rosemary Butler
931,rosemont,Rosemont
1244,roskilde,Roskilde
1870,roslyn,Roslyn
1119,rottderam,Rottderam
359,rotterdam,Rotterdam
201,roulette,Roulette
1508,route-66,Route 66
1242,roxy,Roxy
1025,roy-bittan,Roy Bittan
2888,roy-brown,Roy Brown
1732,roy-elementary-school,Roy Elementary School
2489,roy-head-and-the-traits,Roy Head and the Traits
383,roy-orbison,Roy Orbison
2265,roy-oribison,Roy Oribison
416,royals,Royals
2614,ruby-baby,Ruby Baby
2970,rufus-thomas,Rufus Thomas
806,ruled-by-the-gun,Ruled by the Gun
1905,rumble,Rumble
1067,rumble-doll,Rumble Doll
2052,run-rudolph-run,Run Rudolph Run
2001,run-run-rudolph,Run Run Rudolph
2895,run-shaker-life,Run Shaker Life
3077,run-through-the-jugle,Run Through the Jugle
695,run-through-the-jungle,Run Through the Jungle
1118,running-on-empty,Running on Empty
2866,running-scared,Running Scared
596,rutgers-university,Rutgers University
2147,ruth-stratchborneo,Ruth Stratchborneo
3359,ry-cooder,Ry Cooder
1798,ryan-adams,Ryan Adams
1696,ryan-bingham,Ryan Bingham
619,sacramento,Sacramento
1322,sad-eyes,Sad Eyes
3377,sad-little-attic-boy,Sad Little Attic Boy
2066,saga-of-the-architect-angel,Saga of the Architect Angel
1009,saginaw,Saginaw
1172,saint-etienne,Saint-Etienne
2047,salamander-crossing,Salamander Crossing
1913,salem,Salem
1044,salt-lake-city,Salt Lake City
1401,sam-and-dave,Sam and Dave
1464,sam-bardfeld,Sam Bardfeld
703,sam-cooke,Sam Cooke
2445,sam-felder,Sam Felder
2460,sam-fender,Sam Fender
1402,sam-moore,Sam Moore
2089,sam-springsteen,Sam Springsteen
3085,sam-theard,Sam Theard
1792,samson-and-delilah,Samson and Delilah
1271,san-antonio,San Antonio
1251,san-diego,San Diego
1062,san-franciscan-nights,San Franciscan Nights
45,san-francisco,San Francisco
2197,san-frnncisco,San Frnncisco
625,san-jose,San Jose
334,san-remo,San Remo
965,san-sebastian,San Sebastian
1087,san-siro,San Siro
2378,sandi-pederson,Sandi Pederson
2219,sandra-stephens,Sandra Stephens
3363,sanne-salomonsen,Sanne Salomonsen
458,santa-ana,Santa Ana
1663,santa-barbara,Santa Barbara
1654,santa-clara,Santa Clara
2564,santa-claus-baby,Santa Claus Baby
1008,santa-claus-is-comin-to-town,Santa Claus is Comin' to Town
1502,santa-claus-is-coming-to-town,Santa Claus is Coming to Town
1144,santa-monica,Santa Monica
1775,santander,Santander
882,santiago,Santiago
1392,santiago-de-compostela,Santiago de Compostela
1580,sao-paolo,Sao Paolo
2354,sara-mcleod,Sara McLeod
2338,sarah-hepburn,Sarah Hepburn
1341,saratoga,Saratoga
1149,saratoga-springs,Saratoga Springs
2928,sasha-allen,Sasha Allen
2095,sasquatch,Sasquatch!
945,satans-jewel-crown,Satan's Jewel Crown
2752,satans-jeweled-crown,Satan's Jeweled Crown
350,satellite-lounge,Satellite Lounge
1694,satin-doll,Satin Doll
85,satisfaction,Satisfaction
881,saturday-night-live,Saturday Night Live
1257,save-my-love,Save My Love
1506,save-the-last-dance-for-me,Save the Last Dance for Me
1126,save-tillie,Save Tillie
1010,savin-up,Savin' Up
3162,sax-song,Sax Song
308,say-goodbye-to-hollywood,Say Goodbye to Hollywood
2573,scary-pockets,Scary Pockets
1744,schenectady,Schenectady
1714,school-is-out,School Is Out
422,scotland,Scotland
2558,scott-jacobs,Scott Jacobs
1735,scott-kempner,Scott Kempner
1819,sea-bright,Sea Bright
696,sea-cruise,Sea Cruise
78,sea-of-heartbreak,Sea of Heartbreak
1218,seascape,Seascape
562,seaside-bar-song,Seaside Bar Song
523,seattle,Seattle
2771,seb-martel,Seb Martel
293,secret-garden,Secret Garden
3600,secret-to-the-blues,Secret to the Blues
2740,see-my-friends,See My Friends
626,seeds,Seeds
109,seeger-sessions,Seeger Sessions
724,seeger-sessions-tour,Seeger Sessions tour
36,sell-it-and-they-will-come,Sell It and They Will Come
2016,sensational-epics,Sensational Epics
2249,sentimental-journey,Sentimental Journey
2021,serena-ryder,Serena Ryder
482,set-lusting-bruce,Set Lusting Bruce
633,seton-hall,Seton Hall
2730,settle-for-love,Settle for Love
1023,seven-angels,Seven Angels
1035,seven-nights-to-rock,Seven Nights to Rock
2244,seven-tears,Seven Tears
911,seventh-son,Seventh Son
940,seville,Seville
2818,sex-on-fire,Sex on Fire
587,sexy-and-i-know-it,Sexy and I Know It
393,sha-la-la,Sha La La
2005,sha-na-na,Sha Na Na
1171,shackled-and-drawn,Shackled and Drawn
3017,shaggy,Shaggy
702,shake,Shake
1512,shake-rattle-and-roll,Shake Rattle and Roll
793,shane-fontayne,Shane Fontayne
1925,shankar,Shankar
3400,sharon-little,Sharon Little
988,sharon-van-etten,Sharon Van Etten
705,shawn-colvin,Shawn Colvin
3506,shawn-mendes,Shawn Mendes
3599,she-dont-love-me-now,She Don't Love Me Now
3278,she-got-me-where-she-wants-me,She Got Me Where She Wants Me
2611,shes-a-woman,She's a Woman
2163,shes-leaving,She's Leaving
713,shes-the-one,She's the One
1645,shea-stadium,Shea Stadium
690,sheffield,Sheffield
1892,shenandoah,Shenandoah
1697,sherlock-goes-holmes,Sherlock Goes Holmes
1289,sherry-darling,Sherry Darling
3413,sheryl-crow,Sheryl Crow
3368,shine-silently,Shine Silently
133,shirelles,Shirelles
3013,shirley-bassey,Shirley Bassey
3417,shooter,Shooter
2861,shorty-george,Shorty George
688,shout,Shout
1952,shovels-rope,Shovels &amp; Rope
1410,shut-out-the-light,Shut Out the Light
3499,shutup-springsteen,Shutup Springsteen
3352,signed-sealed-delivered-im-yours,Signed Sealed Delivered I'm Yours
3067,silent-bear,Silent Bear
2179,silver-linings,Silver Linings
3327,silver-palomino,Silver Palomino
3598,silver-patron-saints,Silver Patron Saints
3531,simms-twins,Simms Twins
3298,simone-bernardini,Simone Bernardini
651,sinaloa-cowboys,Sinaloa Cowboys
1955,sing-sing-prison,Sing Sing Prison
2236,sirius-xm,Sirius XM
2665,sis-cunningham,Sis Cunningham
1545,siskel-and-ebert,Siskel and Ebert
2649,sister-theresa,Sister Theresa
1927,sitting-on-top-of-the-world,Sitting on Top of the World
3254,sixtyfour,Sixtyfour
2029,skid-roper,Skid Roper
2094,slow-down,Slow Down
2616,slow-fade,Slow Fade
1933,slowly-walking-down-by-the-river,Slowly Walking Down by the River
1072,slowly-walking-down-the-river,Slowly Walking Down the River
1803,slum-sentiments,Slum Sentiments
3024,smaf,SMAF!
316,smithereens,Smithereens
2509,smokey-robinson,Smokey Robinson
3121,snju,SNJU
378,so-young-and-in-love,So Young and in Love
2412,social-distortion,Social Distortion
1581,sociedade-alternativa,Sociedade Alternativa
574,softband,Softband
1417,solar-circus,Solar Circus
1311,solas,Solas
1573,solo-le-pido-a-dios,Solo le Pido a Dios
1451,solomon-burke,Solomon Burke
2313,some-say-freedom-is-free,Some Say Freedom is Free
2368,some-things-just-dont-change,Some Things Just Don't Change
2485,someday-tonight,Someday (Tonight)
2484,someday-well-be-together,Someday (We'll Be Together)
326,somerville,Somerville
3370,something,Something
3497,something-about-you,Something About You
828,something-in-the-night,Something in the Night
364,something-you-got,Something You Got
2461,somethings-gotta-break,Something's Gotta Break
2342,sometimes-at-night,Sometimes at Night
3421,somewhere-east-of-eden,Somewhere East of Eden
3494,somewhere-north-of-nashville,Somewhere North of Nashville
2622,son-little,Son Little
1906,song-for-orphans,Song for Orphans
2690,songs,Songs
2125,sonny-burgess,Sonny Burgess
2499,sonny-day,Sonny Day
1319,sonny-kenn,Sonny Kenn
2601,sonny-kenn-and-the-wild-ideas,Sonny Kenn and The Wild Ideas
1014,sonny-west,Sonny West
622,sony-studios,Sony Studios
3532,soothe-me,Soothe Me
839,soozie-tyrell,Soozie Tyrell
1501,sophie-satanovsky,Sophie Satanovsky
429,soul-asylum,Soul Asylum
3571,soul-days,Soul Days
2625,soul-deep,Soul Deep
1452,soul-drive,Soul Drive
1945,soul-driver,Soul Driver
1400,soul-man,Soul Man
2074,soul-survivors,Soul Survivors
2035,soulfire,Soulfire
774,souls-of-the-departed,Souls of the Departed
171,south-africa,South Africa
1680,south-bend,South Bend
2954,south-community-choir-of-asbury-park,South Community Choir of Asbury Park
3274,southern-sun,Southern Sun
2872,southside-blues,Southside Blues
87,southside-johnny,Southside Johnny
2259,southside-johny,Southside Johny
2870,southside-shuffle,Southside Shuffle
2503,sowing-the-seeds,Sowing the Seeds
728,spain,Spain
2772,spanish-dancer,Spanish Dancer
973,spanish-eyes,Spanish Eyes
183,spanish-harlem,Spanish Harlem
1252,spare-parts,Spare Parts
2151,spectacle,Spectacle
